User_ID,Name,Experience Level,Preferred Learning Mode,Area of Interest,Technologies of Interest,Time commitment (hrs/week),Courses Explored,Courses Enrolled,Completion Status,Feedback Rating
531,User_431,Advanced,Self-paced,Data Science,"Java, Python",20,Python for Beginners,JavaScript Essentials,In Progress,4.1
532,User_432,Beginner,Instructor-led,Front-End Development,"JavaScript, Node.js, React",19,Python for Beginners,Full-Stack fundamentals,Completed,4.0
533,User_433,Intermediate,Hybrid,Data Science,"Java, Python",6,Python for Beginners,JavaScript Essentials,In Progress,4.2
534,User_434,Advanced,Hybrid,Front-End Development,"Java, Python",8,Python for Beginners,"Intro to HTML, CSS",In Progress,4.2
535,User_435,Advanced,Self-paced,Software Development,"JavaScript, Node.js, React",10,Advanced SQL Techniques,Data Science with Python,Completed,4.7
536,User_436,Intermediate,Self-paced,Front-End Development,"Java, Python",15,Intro to HTML,Full-Stack fundamentals,Completed,3.4
537,User_437,Advanced,Self-paced,Full-Stack Development,"JavaScript, Node.js, React",8,Java Basics,"Intro to HTML, CSS",In Progress,4.6
538,User_438,Intermediate,Instructor-led,Front-End Development,"JavaScript, Node.js, React",17,CSS Basics,Java Basics,In Progress,3.6
539,User_439,Intermediate,Hybrid,Full-Stack Development,"Python, R, SQL",16,Node.js Essentials,Data Science with Python,Completed,3.6
540,User_440,Advanced,Instructor-led,Data Science,"Java, Python",5,Node.js Essentials,Java Basics,Completed,4.5
541,User_441,Beginner,Self-paced,Data Science,"Java, Python",12,Data Science with Python,Data Science with Python,Completed,4.6
542,User_442,Beginner,Self-paced,Data Science,"Java, Python",5,Java Basics,Full-Stack fundamentals,In Progress,4.1
543,User_443,Beginner,Instructor-led,Software Development,"JavaScript, Node.js, React",15,Data Science with Python,Data Science with Python,In Progress,4.5
544,User_444,Advanced,Hybrid,Full-Stack Development,"JavaScript, Node.js, React",17,Python for Beginners,"Intro to HTML, CSS",Completed,4.7
545,User_445,Advanced,Hybrid,Software Development,"Python, R, SQL",12,CSS Basics,"Intro to HTML, CSS",In Progress,3.4
546,User_446,Beginner,Instructor-led,Full-Stack Development,"Java, Python",18,Intro to HTML,Java Basics,Completed,3.6
547,User_447,Intermediate,Hybrid,Full-Stack Development,"Python, R, SQL",8,Java Basics,"Intro to HTML, CSS",Completed,4.0
548,User_448,Intermediate,Self-paced,Full-Stack Development,"Java, Python",5,CSS Basics,Java Basics,Completed,3.2
549,User_449,Advanced,Hybrid,Software Development,"HTML, CSS, JavaScript",9,Intro to HTML,"Intro to HTML, CSS",Completed,5.0
550,User_450,Advanced,Instructor-led,Front-End Development,"Java, Python",11,Java Basics,Data Science with Python,Completed,3.8
551,User_451,Beginner,Hybrid,Full-Stack Development,"Python, R, SQL",17,Advanced SQL Techniques,Java Basics,Completed,4.9
552,User_452,Intermediate,Hybrid,Front-End Development,"Java, Python",7,Intro to HTML,Full-Stack fundamentals,In Progress,4.7
553,User_453,Beginner,Hybrid,Software Development,"Java, Python",8,Advanced SQL Techniques,JavaScript Essentials,Completed,3.1
554,User_454,Intermediate,Instructor-led,Front-End Development,"Java, Python",16,Node.js Essentials,"Intro to HTML, CSS",In Progress,3.5
555,User_455,Advanced,Instructor-led,Software Development,"Python, R, SQL",8,Full-Stack fundamentals,Data Science with Python,Completed,3.2
556,User_456,Advanced,Hybrid,Front-End Development,"HTML, CSS, JavaScript",8,Full-Stack fundamentals,"Intro to HTML, CSS",Completed,4.7
557,User_457,Beginner,Hybrid,Front-End Development,"Python, R, SQL",14,Full-Stack fundamentals,Full-Stack fundamentals,In Progress,3.9
558,User_458,Beginner,Hybrid,Software Development,"Python, R, SQL",10,Node.js Essentials,Java Basics,In Progress,3.6
559,User_459,Advanced,Hybrid,Data Science,"HTML, CSS, JavaScript",18,Python for Beginners,JavaScript Essentials,Completed,4.6
560,User_460,Intermediate,Hybrid,Data Science,"JavaScript, Node.js, React",16,CSS Basics,Data Science with Python,In Progress,3.3
561,User_461,Intermediate,Instructor-led,Full-Stack Development,"HTML, CSS, JavaScript",13,Python for Beginners,"Intro to HTML, CSS",In Progress,3.5
562,User_462,Advanced,Instructor-led,Software Development,"Python, R, SQL",5,Full-Stack fundamentals,Data Science with Python,Completed,3.7
563,User_463,Advanced,Hybrid,Data Science,"Python, R, SQL",15,Node.js Essentials,Java Basics,Completed,3.7
564,User_464,Beginner,Self-paced,Software Development,"Java, Python",5,Intro to HTML,Full-Stack fundamentals,In Progress,3.1
565,User_465,Intermediate,Instructor-led,Software Development,"JavaScript, Node.js, React",13,Node.js Essentials,JavaScript Essentials,Completed,4.8
566,User_466,Intermediate,Self-paced,Front-End Development,"Python, R, SQL",11,Python for Beginners,"Intro to HTML, CSS",Completed,3.4
567,User_467,Beginner,Hybrid,Front-End Development,"JavaScript, Node.js, React",15,Python for Beginners,"Intro to HTML, CSS",Completed,4.6
568,User_468,Beginner,Instructor-led,Front-End Development,"JavaScript, Node.js, React",7,Java Basics,"Intro to HTML, CSS",Completed,4.9
569,User_469,Advanced,Hybrid,Front-End Development,"JavaScript, Node.js, React",6,Data Science with Python,Java Basics,In Progress,4.3
570,User_470,Advanced,Hybrid,Front-End Development,"JavaScript, Node.js, React",18,Advanced SQL Techniques,"Intro to HTML, CSS",In Progress,3.5
571,User_471,Intermediate,Hybrid,Data Science,"HTML, CSS, JavaScript",9,Full-Stack fundamentals,Data Science with Python,In Progress,4.2
572,User_472,Intermediate,Hybrid,Full-Stack Development,"Python, R, SQL",8,Intro to HTML,JavaScript Essentials,Completed,3.4
573,User_473,Intermediate,Hybrid,Front-End Development,"JavaScript, Node.js, React",5,Intro to HTML,JavaScript Essentials,Completed,4.6
574,User_474,Intermediate,Instructor-led,Front-End Development,"JavaScript, Node.js, React",7,CSS Basics,Full-Stack fundamentals,Completed,4.3
575,User_475,Beginner,Hybrid,Data Science,"Java, Python",5,Python for Beginners,Data Science with Python,In Progress,4.0
576,User_476,Advanced,Self-paced,Front-End Development,"JavaScript, Node.js, React",5,Full-Stack fundamentals,Java Basics,Completed,3.5
577,User_477,Beginner,Hybrid,Full-Stack Development,"JavaScript, Node.js, React",20,Full-Stack fundamentals,JavaScript Essentials,In Progress,3.6
578,User_478,Beginner,Hybrid,Front-End Development,"HTML, CSS, JavaScript",15,Java Basics,Full-Stack fundamentals,Completed,3.9
579,User_479,Advanced,Self-paced,Front-End Development,"JavaScript, Node.js, React",10,Node.js Essentials,Data Science with Python,In Progress,4.9
580,User_480,Advanced,Hybrid,Software Development,"HTML, CSS, JavaScript",13,Node.js Essentials,Full-Stack fundamentals,In Progress,4.2
581,User_481,Intermediate,Self-paced,Software Development,"Python, R, SQL",16,Intro to HTML,Data Science with Python,Completed,3.1
582,User_482,Intermediate,Self-paced,Front-End Development,"HTML, CSS, JavaScript",14,CSS Basics,JavaScript Essentials,In Progress,3.8
583,User_483,Intermediate,Instructor-led,Software Development,"JavaScript, Node.js, React",15,Full-Stack fundamentals,Java Basics,Completed,4.3
584,User_484,Intermediate,Hybrid,Full-Stack Development,"JavaScript, Node.js, React",20,Advanced SQL Techniques,JavaScript Essentials,In Progress,3.2
585,User_485,Beginner,Hybrid,Full-Stack Development,"HTML, CSS, JavaScript",14,Data Science with Python,Java Basics,In Progress,3.1
586,User_486,Intermediate,Hybrid,Software Development,"JavaScript, Node.js, React",11,Intro to HTML,Data Science with Python,Completed,3.7
587,User_487,Beginner,Instructor-led,Front-End Development,"HTML, CSS, JavaScript",20,Java Basics,JavaScript Essentials,Completed,3.3
588,User_488,Beginner,Hybrid,Data Science,"Python, R, SQL",16,Intro to HTML,Data Science with Python,In Progress,4.8
589,User_489,Intermediate,Instructor-led,Data Science,"JavaScript, Node.js, React",18,Advanced SQL Techniques,JavaScript Essentials,In Progress,4.0
590,User_490,Intermediate,Self-paced,Software Development,"HTML, CSS, JavaScript",10,CSS Basics,Data Science with Python,Completed,4.0
591,User_491,Intermediate,Self-paced,Software Development,"Python, R, SQL",18,Advanced SQL Techniques,"Intro to HTML, CSS",In Progress,3.6
592,User_492,Intermediate,Instructor-led,Front-End Development,"Python, R, SQL",6,Full-Stack fundamentals,Java Basics,Completed,4.4
593,User_493,Advanced,Self-paced,Data Science,"Java, Python",19,Java Basics,"Intro to HTML, CSS",Completed,3.3
594,User_494,Advanced,Self-paced,Front-End Development,"Python, R, SQL",7,Java Basics,"Intro to HTML, CSS",Completed,4.2
595,User_495,Intermediate,Instructor-led,Software Development,"Python, R, SQL",7,CSS Basics,Java Basics,Completed,4.0
596,User_496,Beginner,Self-paced,Front-End Development,"Java, Python",8,Data Science with Python,Full-Stack fundamentals,Completed,4.1
597,User_497,Advanced,Self-paced,Software Development,"JavaScript, Node.js, React",19,Data Science with Python,Java Basics,Completed,3.7
598,User_498,Intermediate,Instructor-led,Front-End Development,"Java, Python",20,Java Basics,Full-Stack fundamentals,In Progress,3.7
599,User_499,Beginner,Instructor-led,Data Science,"JavaScript, Node.js, React",19,Data Science with Python,"Intro to HTML, CSS",In Progress,4.8
600,User_500,Intermediate,Instructor-led,Front-End Development,"JavaScript, Node.js, React",6,Intro to HTML,Data Science with Python,Completed,4.5
